"location","cause","year","val"
"India","Cardiovascular diseases",2021,2776598.60281183
"India","Chronic respiratory diseases",2021,1256624.01943679
"India","Neoplasms",2021,1027657.2287139
"Indonesia","Cardiovascular diseases",2020,662032.42507542
"Indonesia","Neoplasms",2020,234949.889914232
"Indonesia","Diabetes and kidney diseases",2020,155725.869295614
"Indonesia","Cardiovascular diseases",2021,672224.597447411
"Indonesia","Neoplasms",2021,241626.437572586
"Indonesia","Diabetes and kidney diseases",2021,160320.214915842
"Iran (Islamic Republic of)","Cardiovascular diseases",2020,177225.080395458
"Iran (Islamic Republic of)","Neoplasms",2020,70833.8819420694
"Iran (Islamic Republic of)","Diabetes and kidney diseases",2020,29637.2344258673
"Iran (Islamic Republic of)","Cardiovascular diseases",2021,182193.79385882
"Iran (Islamic Republic of)","Neoplasms",2021,73716.0831111371
"Iran (Islamic Republic of)","Diabetes and kidney diseases",2021,31042.4421004398
"Iraq","Cardiovascular diseases",2020,80651.4780256559
"Iraq","Neoplasms",2020,26067.0381230282
"Iraq","Diabetes and kidney diseases",2020,17367.1416317721
"Iraq","Cardiovascular diseases",2021,83667.2079020948
"Iraq","Neoplasms",2021,27416.3289657695
"Iraq","Diabetes and kidney diseases",2021,18111.0141471128
"Ireland","Cardiovascular diseases",2020,11289.6855699509
"Ireland","Neoplasms",2020,10557.0119582212
"Ireland","Chronic respiratory diseases",2020,2853.68781259904
"Ireland","Cardiovascular diseases",2021,11967.3094515563
"Ireland","Neoplasms",2021,10791.995871247
"Ireland","Chronic respiratory diseases",2021,3043.62997622606
"Israel","Neoplasms",2020,15087.9005035128
"Israel","Cardiovascular diseases",2020,13345.4681756028
"Israel","Diabetes and kidney diseases",2020,5339.99156694391
"Israel","Neoplasms",2021,15603.4148598548
"Israel","Cardiovascular diseases",2021,14138.2326474914
"Israel","Diabetes and kidney diseases",2021,5470.49683155892
"Italy","Cardiovascular diseases",2020,242663.207238992
"Italy","Neoplasms",2020,193191.742534806
"Italy","Neurological disorders",2020,61380.6162179469
"Italy","Cardiovascular diseases",2021,250148.088072388
"Italy","Neoplasms",2021,195131.961488901
"Italy","Neurological disorders",2021,61952.6265188146
"Jamaica","Cardiovascular diseases",2020,6840.49800377699
"Jamaica","Neoplasms",2020,4394.39747594884
"Jamaica","Diabetes and kidney diseases",2020,3502.79455947147
"Jamaica","Cardiovascular diseases",2021,7070.17106341163
"Jamaica","Neoplasms",2021,4476.00651074855
"Jamaica","Diabetes and kidney diseases",2021,3653.59175772152
"Japan","Neoplasms",2020,443673.808548604
"Japan","Cardiovascular diseases",2020,373840.275853667
"Japan","Neurological disorders",2020,195409.827629006
"Japan","Neoplasms",2021,446962.310492971
"Japan","Cardiovascular diseases",2021,381044.765974693
"Japan","Neurological disorders",2021,200203.047692537
"Jordan","Cardiovascular diseases",2020,12681.2269583382
"Jordan","Neoplasms",2020,6052.63279132731
"Jordan","Diabetes and kidney diseases",2020,4024.00641555913
"Jordan","Cardiovascular diseases",2021,13780.4420623751
"Jordan","Neoplasms",2021,6502.36013146258
"Jordan","Diabetes and kidney diseases",2021,4298.86049320869
"Kazakhstan","Cardiovascular diseases",2020,61667.4834915945
"Kazakhstan","Neoplasms",2020,21327.3687501528
"Kazakhstan","Chronic respiratory diseases",2020,12499.4565680781
"Kazakhstan","Cardiovascular diseases",2021,60581.0496293726
"Kazakhstan","Neoplasms",2021,21631.8986306823
"Kazakhstan","Chronic respiratory diseases",2021,13707.9694217303
"Kenya","HIV/AIDS and sexually transmitted infections",2020,49625.0615568542
"Kenya","Cardiovascular diseases",2020,40432.0877806251
"Kenya","Respiratory infections and tuberculosis",2020,35810.3956219043
"Kenya","HIV/AIDS and sexually transmitted infections",2021,51327.8462074711
"Kenya","Cardiovascular diseases",2021,41104.7969640577
"Kenya","Respiratory infections and tuberculosis",2021,34256.0300865301
"Kiribati","Cardiovascular diseases",2020,358.919207756646
"Kiribati","Diabetes and kidney diseases",2020,169.493257254804
"Kiribati","Neoplasms",2020,129.564888247928
"Kiribati","Cardiovascular diseases",2021,366.345245696414
"Kiribati","Diabetes and kidney diseases",2021,171.380062665838
"Kiribati","Neoplasms",2021,131.95965218213
"Kuwait","Cardiovascular diseases",2020,4041.62198397061
"Kuwait","Neoplasms",2020,1666.26564762993
"Kuwait","Respiratory infections and tuberculosis",2020,725.280873017726
"Kuwait","Cardiovascular diseases",2021,4199.24877597936
"Kuwait","Neoplasms",2021,1747.94634245709
"Kuwait","Respiratory infections and tuberculosis",2021,745.978818972284
"Kyrgyzstan","Cardiovascular diseases",2020,16642.6651920112
"Kyrgyzstan","Neoplasms",2020,4380.28591275744
"Kyrgyzstan","Digestive diseases",2020,2250.01095364087
"Kyrgyzstan","Cardiovascular diseases",2021,16401.1905040975
"Kyrgyzstan","Neoplasms",2021,4525.44310712689
"Kyrgyzstan","Digestive diseases",2021,2163.33763652431
"Lao People's Democratic Republic","Cardiovascular diseases",2020,13612.4118317355
"Lao People's Democratic Republic","Respiratory infections and tuberculosis",2020,5534.32782550817
"Lao People's Democratic Republic","Neoplasms",2020,5191.01372183384
"Lao People's Democratic Republic","Cardiovascular diseases",2021,13949.7840304395
"Lao People's Democratic Republic","Respiratory infections and tuberculosis",2021,5620.00992458716
"Lao People's Democratic Republic","Neoplasms",2021,5411.65295288385
"Latvia","Cardiovascular diseases",2020,15667.7754871446
"Latvia","Neoplasms",2020,5290.99030766603
"Latvia","Neurological disorders",2020,1334.25662711089
"Latvia","Cardiovascular diseases",2021,15746.0247462615
"Latvia","Neoplasms",2021,5101.36415389737
"Latvia","Neurological disorders",2021,1370.35659224716
"Lebanon","Cardiovascular diseases",2020,16487.8475409437
"Lebanon","Neoplasms",2020,7505.85207513001
"Lebanon","Diabetes and kidney diseases",2020,2093.75742718926
"Lebanon","Cardiovascular diseases",2021,16518.6968326519
"Lebanon","Neoplasms",2021,7530.00465625086
"Lebanon","Diabetes and kidney diseases",2021,2130.54357216449
"Lesotho","HIV/AIDS and sexually transmitted infections",2020,8790.69384827621
"Lesotho","Respiratory infections and tuberculosis",2020,3844.02466854837
"Lesotho","Cardiovascular diseases",2020,3781.07705623061
"Lesotho","HIV/AIDS and sexually transmitted infections",2021,7835.6653146181
"Lesotho","Cardiovascular diseases",2021,3645.42209564868
"Lesotho","Respiratory infections and tuberculosis",2021,3406.09195189443
"Liberia","Neglected tropical diseases and malaria",2020,5123.94427489097
"Liberia","Cardiovascular diseases",2020,4384.98803275023
"Liberia","Respiratory infections and tuberculosis",2020,3389.11538265001
"Liberia","Neglected tropical diseases and malaria",2021,5029.06460466068
"Liberia","Cardiovascular diseases",2021,4453.57171906913
"Liberia","Respiratory infections and tuberculosis",2021,3529.21121650641
"Libya","Cardiovascular diseases",2020,13366.8190486973
"Libya","Neoplasms",2020,5646.16807813997
"Libya","Transport injuries",2020,2989.93606826974
"Libya","Cardiovascular diseases",2021,14058.4092586823
"Libya","Neoplasms",2021,5878.18452152492
"Libya","Transport injuries",2021,3055.63881192153
"Lithuania","Cardiovascular diseases",2020,20988.6312124821
"Lithuania","Neoplasms",2020,7578.63948772405
"Lithuania","Neurological disorders",2020,2044.18968254715
"Lithuania","Cardiovascular diseases",2021,20709.9984772909
"Lithuania","Neoplasms",2021,7338.62689438572
"Lithuania","Neurological disorders",2021,2104.63567109861
"Luxembourg","Cardiovascular diseases",2020,1322.92926502928
"Luxembourg","Neoplasms",2020,1278.16463441536
"Luxembourg","Neurological disorders",2020,356.202216594699
"Luxembourg","Cardiovascular diseases",2021,1350.91656807405
"Luxembourg","Neoplasms",2021,1289.55407464541
"Luxembourg","Neurological disorders",2021,370.411250462765
"Madagascar","Cardiovascular diseases",2020,36775.5450096091
"Madagascar","Respiratory infections and tuberculosis",2020,27196.8112543871
"Madagascar","Enteric infections",2020,17283.2891008895
"Madagascar","Cardiovascular diseases",2021,38121.272451567
"Madagascar","Respiratory infections and tuberculosis",2021,27507.7919026692
"Madagascar","Enteric infections",2021,15908.8035177155
"Malawi","Respiratory infections and tuberculosis",2020,18408.8774439379
"Malawi","Cardiovascular diseases",2020,16213.1641666961
"Malawi","Maternal and neonatal disorders",2020,10459.6003288844
"Malawi","Respiratory infections and tuberculosis",2021,19029.6110539526
"Malawi","Cardiovascular diseases",2021,16792.4309200889
"Malawi","Neoplasms",2021,10745.7295999682
"Malaysia","Cardiovascular diseases",2020,59987.1961411459
"Malaysia","Neoplasms",2020,32518.4830194452
"Malaysia","Respiratory infections and tuberculosis",2020,25798.1764936673
"Malaysia","Cardiovascular diseases",2021,62722.6919804742
"Malaysia","Neoplasms",2021,34136.8009380834
"Malaysia","Respiratory infections and tuberculosis",2021,26890.534773924
"Maldives","Cardiovascular diseases",2020,556.678773732493
"Maldives","Neoplasms",2020,226.79476037742
"Maldives","Diabetes and kidney diseases",2020,151.797946259547
"Maldives","Cardiovascular diseases",2021,591.602164056728
"Maldives","Neoplasms",2021,240.397076032012
"Maldives","Diabetes and kidney diseases",2021,162.062050393305
"Mali","Maternal and neonatal disorders",2020,36899.7588788548
"Mali","Respiratory infections and tuberculosis",2020,21941.5928067425
"Mali","Enteric infections",2020,20570.6516992307
"Mali","Maternal and neonatal disorders",2021,37739.1504535546
"Mali","Respiratory infections and tuberculosis",2021,22415.0249271271
"Mali","Enteric infections",2021,21467.4856634199
"Malta","Cardiovascular diseases",2020,1502.51943963114
"Malta","Neoplasms",2020,1004.06742220016
"Malta","Neurological disorders",2020,315.357624536989
"Malta","Cardiovascular diseases",2021,1535.98746945872
"Malta","Neoplasms",2021,1016.28329198411
"Malta","Neurological disorders",2021,327.837272688557
"Marshall Islands","Cardiovascular diseases",2020,156.564840429699
"Marshall Islands","Neoplasms",2020,54.4634283716611
"Marshall Islands","Diabetes and kidney diseases",2020,52.9800890312074
"Marshall Islands","Cardiovascular diseases",2021,158.821179642905
"Marshall Islands","Neoplasms",2021,55.7289879356138
"Marshall Islands","Diabetes and kidney diseases",2021,54.2486090220919
"Mauritania","Cardiovascular diseases",2020,4031.97215991274
"Mauritania","Neglected tropical diseases and malaria",2020,2776.83501555419
"Mauritania","Maternal and neonatal disorders",2020,2233.09985129121
"Mauritania","Cardiovascular diseases",2021,4105.10228953979
"Mauritania","Neglected tropical diseases and malaria",2021,3337.18377580489
"Mauritania","Neoplasms",2021,2154.86262159572
"Mauritius","Cardiovascular diseases",2020,3587.16258048931
"Mauritius","Diabetes and kidney diseases",2020,2961.47236953193
"Mauritius","Neoplasms",2020,1574.21770505227
"Mauritius","Cardiovascular diseases",2021,3856.0069820751
"Mauritius","Diabetes and kidney diseases",2021,2869.96820972785
"Mauritius","Neoplasms",2021,1630.31755207867
"Mexico","Cardiovascular diseases",2020,177777.919825926
"Mexico","Diabetes and kidney diseases",2020,151446.34062574
"Mexico","Neoplasms",2020,110347.949006817
"Mexico","Cardiovascular diseases",2021,185369.890167609
"Mexico","Diabetes and kidney diseases",2021,157008.652242574
"Mexico","Neoplasms",2021,114688.098040188
"Micronesia (Federated States of)","Cardiovascular diseases",2020,340.270996894363
"Micronesia (Federated States of)","Diabetes and kidney diseases",2020,158.172407544306
"Micronesia (Federated States of)","Neoplasms",2020,115.002894537252
"Micronesia (Federated States of)","Cardiovascular diseases",2021,347.28893082967
"Micronesia (Federated States of)","Diabetes and kidney diseases",2021,160.96291844733
"Micronesia (Federated States of)","Neoplasms",2021,117.798026046558
"Monaco","Neoplasms",2020,216.95234223372
"Monaco","Cardiovascular diseases",2020,168.488995983147
"Monaco","Neurological disorders",2020,36.7139311459792
"Monaco","Neoplasms",2021,213.594468875346
"Monaco","Cardiovascular diseases",2021,170.795358616476
"Monaco","Neurological disorders",2021,36.6037614070858
"Mongolia","Cardiovascular diseases",2020,10073.3114361022
"Mongolia","Neoplasms",2020,6218.59623211575
"Mongolia","Digestive diseases",2020,2228.11312428072
"Mongolia","Cardiovascular diseases",2021,10591.423298546
"Mongolia","Neoplasms",2021,6500.9351461901
"Mongolia","Digestive diseases",2021,2299.74779804105
"Montenegro","Cardiovascular diseases",2020,3990.69949709931
"Montenegro","Neoplasms",2020,1639.10018123974
"Montenegro","Diabetes and kidney diseases",2020,280.527326158127
"Montenegro","Cardiovascular diseases",2021,3968.24040535841
"Montenegro","Neoplasms",2021,1638.27548807041
"Montenegro","Diabetes and kidney diseases",2021,279.971351336563
"Morocco","Cardiovascular diseases",2020,122818.212000841
"Morocco","Neoplasms",2020,29441.0347589188
"Morocco","Diabetes and kidney diseases",2020,16613.8041790819
"Morocco","Cardiovascular diseases",2021,126276.393854094
"Morocco","Neoplasms",2021,30607.6254368069
"Morocco","Diabetes and kidney diseases",2021,17108.5051695984
"Mozambique","HIV/AIDS and sexually transmitted infections",2020,57119.5526605452
"Mozambique","Respiratory infections and tuberculosis",2020,35585.9323619791
"Mozambique","Cardiovascular diseases",2020,32428.8898352303
"Mozambique","HIV/AIDS and sexually transmitted infections",2021,49772.8782851809
"Mozambique","Respiratory infections and tuberculosis",2021,34661.1662005324
"Mozambique","Cardiovascular diseases",2021,32720.9868347582
"Myanmar","Cardiovascular diseases",2020,141150.414257734
"Myanmar","Neoplasms",2020,53929.5438813636
"Myanmar","Chronic respiratory diseases",2020,44413.4940506569
"Myanmar","Cardiovascular diseases",2021,144845.295553566
"Myanmar","Neoplasms",2021,55510.3699730423
"Myanmar","Chronic respiratory diseases",2021,45226.7252718496
"Namibia","Cardiovascular diseases",2020,3871.78380254873
"Namibia","HIV/AIDS and sexually transmitted infections",2020,2974.61751831168
"Namibia","Respiratory infections and tuberculosis",2020,2093.94575996504
"Namibia","Cardiovascular diseases",2021,4016.31753684881
"Namibia","HIV/AIDS and sexually transmitted infections",2021,2799.34736467372
"Namibia","Respiratory infections and tuberculosis",2021,2025.80314375111
"Nauru","Cardiovascular diseases",2020,21.5948407319075
"Nauru","Diabetes and kidney diseases",2020,8.61503434775863
"Nauru","Neoplasms",2020,7.58620093153504
"Nauru","Cardiovascular diseases",2021,21.0756967094192
"Nauru","Diabetes and kidney diseases",2021,8.75775569198601
"Nauru","Neoplasms",2021,7.68229272693741
"Nepal","Cardiovascular diseases",2020,48913.229574128
"Nepal","Chronic respiratory diseases",2020,42681.5083577313
"Nepal","Neoplasms",2020,22888.7770668595
"Nepal","Cardiovascular diseases",2021,50714.7185096156
"Nepal","Chronic respiratory diseases",2021,43971.0272753403
"Nepal","Neoplasms",2021,23866.1649854043
"Netherlands","Neoplasms",2020,58390.5451258828
"Netherlands","Cardiovascular diseases",2020,45363.3974131076
"Netherlands","Neurological disorders",2020,12995.9794589536
"Netherlands","Neoplasms",2021,59726.5618228452
"Netherlands","Cardiovascular diseases",2021,47983.4823279154
"Netherlands","Neurological disorders",2021,13446.8547293186
"New Zealand","Cardiovascular diseases",2020,12281.0047754656
"New Zealand","Neoplasms",2020,10769.4028112198
"New Zealand","Neurological disorders",2020,2900.78408908888
"New Zealand","Cardiovascular diseases",2021,12772.5900914015
"New Zealand","Neoplasms",2021,11046.8544796589
"New Zealand","Neurological disorders",2021,2984.38472295404
"Nicaragua","Cardiovascular diseases",2020,8555.41125672648
"Nicaragua","Diabetes and kidney diseases",2020,5599.16814578867
"Nicaragua","Neoplasms",2020,4517.08775705991
"Nicaragua","Cardiovascular diseases",2021,8874.20578338642
"Nicaragua","Diabetes and kidney diseases",2021,5740.59334307009
"Nicaragua","Neoplasms",2021,4638.12800086273
"Niger","Enteric infections",2020,34363.7311983512
"Niger","Respiratory infections and tuberculosis",2020,33656.1893997894
"Niger","Maternal and neonatal disorders",2020,27603.3251531665
"Niger","Respiratory infections and tuberculosis",2021,35570.1627486541
"Niger","Enteric infections",2021,35027.3949565993
"Niger","Maternal and neonatal disorders",2021,28799.906309981
"Nigeria","Respiratory infections and tuberculosis",2020,228070.766831482
"Nigeria","Maternal and neonatal disorders",2020,207908.211710867
"Nigeria","Enteric infections",2020,205017.546632263
"Nigeria","Respiratory infections and tuberculosis",2021,229720.613390825
"Nigeria","Maternal and neonatal disorders",2021,202783.993648079
"Nigeria","Enteric infections",2021,194099.032007982
"Niue","Cardiovascular diseases",2020,7.9845953287756
"Niue","Diabetes and kidney diseases",2020,3.65664717717917
"Niue","Neoplasms",2020,3.00618165489192
"Niue","Cardiovascular diseases",2021,8.11105778183256
"Niue","Diabetes and kidney diseases",2021,3.69514251132326
"Niue","Neoplasms",2021,3.05339452576165
"North Macedonia","Cardiovascular diseases",2020,14224.7511200979
"North Macedonia","Neoplasms",2020,5444.55239350773
"North Macedonia","Diabetes and kidney diseases",2020,1387.77481509429
"North Macedonia","Cardiovascular diseases",2021,14453.0848909555
"North Macedonia","Neoplasms",2021,5483.80802482058
"North Macedonia","Diabetes and kidney diseases",2021,1370.38478074444
"Northern Mariana Islands","Cardiovascular diseases",2020,120.105763969781
"Northern Mariana Islands","Neoplasms",2020,81.4700262987978
"Northern Mariana Islands","Diabetes and kidney diseases",2020,50.3300092026394
"Northern Mariana Islands","Cardiovascular diseases",2021,123.046175003905
"Northern Mariana Islands","Neoplasms",2021,83.087199126573
"Northern Mariana Islands","Diabetes and kidney diseases",2021,50.4575319111553
"Norway","Cardiovascular diseases",2020,12890.4833127458
"Norway","Neoplasms",2020,12664.9011690978
"Norway","Neurological disorders",2020,3651.49911090994
"Norway","Cardiovascular diseases",2021,13178.7081493888
"Norway","Neoplasms",2021,12725.5214982896
"Norway","Neurological disorders",2021,3699.20298900933
"Oman","Cardiovascular diseases",2020,5353.98283140372
"Oman","Transport injuries",2020,2083.03884634854
"Oman","Neoplasms",2020,1445.60807665764
"Oman","Cardiovascular diseases",2021,5402.95857890027
"Oman","Transport injuries",2021,2055.34889584799
"Oman","Neoplasms",2021,1467.86981379679
"Pakistan","Cardiovascular diseases",2020,354364.122425608
"Pakistan","Maternal and neonatal disorders",2020,252884.940475517
"Pakistan","Neoplasms",2020,186514.819751915
"Pakistan","Cardiovascular diseases",2021,365162.073738914
"Pakistan","Maternal and neonatal disorders",2021,241159.120034486
"Pakistan","Neoplasms",2021,193013.291986049
"Palau","Cardiovascular diseases",2020,66.6204461550792
"Palau","Neoplasms",2020,36.4334710481519
"Palau","Diabetes and kidney diseases",2020,35.9669980551989
"Palau","Cardiovascular diseases",2021,68.6177879020922
"Palau","Neoplasms",2021,37.7038960917977
"Palau","Diabetes and kidney diseases",2021,37.0185895688482
"Palestine","Cardiovascular diseases",2020,6907.32172882642
"Palestine","Neoplasms",2020,3079.96170094659
"Palestine","Diabetes and kidney diseases",2020,2047.49588922566
"Palestine","Cardiovascular diseases",2021,7158.03638252464
"Palestine","Neoplasms",2021,3234.80893220567
"Palestine","Diabetes and kidney diseases",2021,2128.6674839943
"Panama","Cardiovascular diseases",2020,5524.97243720565
"Panama","Neoplasms",2020,4134.77864269794
"Panama","Diabetes and kidney diseases",2020,2505.6639930425
"Panama","Cardiovascular diseases",2021,5673.42464789519
"Panama","Neoplasms",2021,4266.50591113241
"Panama","Diabetes and kidney diseases",2021,2603.6281165174
"Papua New Guinea","Cardiovascular diseases",2020,15765.4747409535
"Papua New Guinea","Respiratory infections and tuberculosis",2020,7498.9063301822
"Papua New Guinea","Chronic respiratory diseases",2020,7248.23110660371
"Papua New Guinea","Cardiovascular diseases",2021,16175.6303728714
"Papua New Guinea","Chronic respiratory diseases",2021,7421.88220732295
"Papua New Guinea","Respiratory infections and tuberculosis",2021,7313.52369360114
"Paraguay","Cardiovascular diseases",2020,10227.2591206433
"Paraguay","Neoplasms",2020,6312.97412114113
"Paraguay","Diabetes and kidney diseases",2020,4476.34033208096
"Paraguay","Cardiovascular diseases",2021,10514.3290035863
"Paraguay","Neoplasms",2021,6534.63893364364
"Paraguay","Diabetes and kidney diseases",2021,4590.80625034511
"Peru","Neoplasms",2020,34295.5039955461
"Peru","Cardiovascular diseases",2020,30770.4867227642
"Peru","Respiratory infections and tuberculosis",2020,20573.2006403851
"Peru","Neoplasms",2021,35152.3405099599
"Peru","Cardiovascular diseases",2021,31919.4955503054
"Peru","Respiratory infections and tuberculosis",2021,20679.9257052873
"Philippines","Cardiovascular diseases",2020,199466.13075154
"Philippines","Respiratory infections and tuberculosis",2020,89950.523481323
"Philippines","Neoplasms",2020,88108.4456805214
"Philippines","Cardiovascular diseases",2021,198683.673791125
"Philippines","Neoplasms",2021,92816.4445889309
"Philippines","Respiratory infections and tuberculosis",2021,90076.636011546
"Poland","Cardiovascular diseases",2020,179180.886414383
"Poland","Neoplasms",2020,122639.508229931
"Poland","Neurological disorders",2020,25301.5915956307
"Poland","Cardiovascular diseases",2021,183655.814942391
"Poland","Neoplasms",2021,123960.422560878
"Poland","Neurological disorders",2021,26251.6935529035
"Portugal","Cardiovascular diseases",2020,38946.1586236079
"Portugal","Neoplasms",2020,31784.4317398868
"Portugal","Neurological disorders",2020,8981.06040100817
"Portugal","Cardiovascular diseases",2021,40815.244557524
"Portugal","Neoplasms",2021,32095.6887454107
"Portugal","Neurological disorders",2021,9250.80270542299
"Puerto Rico","Cardiovascular diseases",2020,9022.12779360381
"Puerto Rico","Neoplasms",2020,7022.11449255109
"Puerto Rico","Diabetes and kidney diseases",2020,5412.85398176178
"Puerto Rico","Cardiovascular diseases",2021,9370.67696466192
"Puerto Rico","Neoplasms",2021,7158.11715798059
"Puerto Rico","Diabetes and kidney diseases",2021,5475.9734620406
"Qatar","Cardiovascular diseases",2020,1150.82846116466
"Qatar","Neoplasms",2020,867.613924614733
"Qatar","Transport injuries",2020,767.411554846612
"Qatar","Cardiovascular diseases",2021,1210.80268209648
"Qatar","Neoplasms",2021,920.332192580801
"Qatar","Transport injuries",2021,763.286062385386
"Republic of Korea","Neoplasms",2020,105969.747867668
"Republic of Korea","Cardiovascular diseases",2020,77536.4089846037
"Republic of Korea","Neurological disorders",2020,24863.1667698135
"Republic of Korea","Neoplasms",2021,109804.915681624
"Republic of Korea","Cardiovascular diseases",2021,80963.0460238539
"Republic of Korea","Neurological disorders",2021,26069.4097838796
"Republic of Moldova","Cardiovascular diseases",2020,24192.2814302793
"Republic of Moldova","Neoplasms",2020,6307.34551291516
"Republic of Moldova","Digestive diseases",2020,3253.2347162292
"Republic of Moldova","Cardiovascular diseases",2021,24370.8976773582
"Republic of Moldova","Neoplasms",2021,6179.66572617912
"Republic of Moldova","Digestive diseases",2021,3079.29754550194
"Romania","Cardiovascular diseases",2020,155741.860452117
"Romania","Neoplasms",2020,54499.2866566078
"Romania","Digestive diseases",2020,15329.2053535793
"Romania","Cardiovascular diseases",2021,160631.565081229
"Romania","Neoplasms",2021,55302.6780952856
"Romania","Digestive diseases",2021,15736.2786429652
"Russian Federation","Cardiovascular diseases",2020,952020.508434042
"Russian Federation","Neoplasms",2020,305144.050678472
"Russian Federation","Digestive diseases",2020,85823.2854840954
"Russian Federation","Cardiovascular diseases",2021,943784.790436951
"Russian Federation","Neoplasms",2021,310160.644725664
"Russian Federation","Digestive diseases",2021,81925.0027697963
"Rwanda","Self-harm and interpersonal violence",2020,31553.5088090224
"Rwanda","Cardiovascular diseases",2020,12783.7970249191
"Rwanda","Respiratory infections and tuberculosis",2020,10308.5130985975
"Rwanda","Self-harm and interpersonal violence",2021,44390.1796717988
"Rwanda","Cardiovascular diseases",2021,13592.4120073318
"Rwanda","Respiratory infections and tuberculosis",2021,10861.1055237598
"Saint Kitts and Nevis","Cardiovascular diseases",2020,161.012273832796
"Saint Kitts and Nevis","Neoplasms",2020,99.4157964952808
"Saint Kitts and Nevis","Diabetes and kidney diseases",2020,64.8089157367233
"Saint Kitts and Nevis","Cardiovascular diseases",2021,168.843505280961
"Saint Kitts and Nevis","Neoplasms",2021,103.971047578552
"Saint Kitts and Nevis","Diabetes and kidney diseases",2021,67.9826569989931
"Saint Lucia","Cardiovascular diseases",2020,486.052696812165
"Saint Lucia","Neoplasms",2020,327.789218258223
"Saint Lucia","Diabetes and kidney diseases",2020,218.980299986506
"Saint Lucia","Cardiovascular diseases",2021,515.700099575295
"Saint Lucia","Neoplasms",2021,346.1320519266
"Saint Lucia","Diabetes and kidney diseases",2021,233.166687203373
"Saint Vincent and the Grenadines","Cardiovascular diseases",2020,376.120798536468
"Saint Vincent and the Grenadines","Neoplasms",2020,224.12660474873
"Saint Vincent and the Grenadines","Diabetes and kidney diseases",2020,166.522164563239
"Saint Vincent and the Grenadines","Cardiovascular diseases",2021,385.912931126738
"Saint Vincent and the Grenadines","Neoplasms",2021,233.696309003092
"Saint Vincent and the Grenadines","Diabetes and kidney diseases",2021,174.256791933269
"Samoa","Cardiovascular diseases",2020,541.848683062467
"Samoa","Diabetes and kidney diseases",2020,180.387448090896
"Samoa","Neoplasms",2020,156.917686487732
"Samoa","Cardiovascular diseases",2021,545.360101771802
"Samoa","Diabetes and kidney diseases",2021,180.578397310359
"Samoa","Neoplasms",2021,159.569654732579
"San Marino","Neoplasms",2020,117.302714749954
"San Marino","Cardiovascular diseases",2020,99.2823701215553
"San Marino","Neurological disorders",2020,23.2027555659625
"San Marino","Neoplasms",2021,117.678149621528
"San Marino","Cardiovascular diseases",2021,100.509012630291
"San Marino","Neurological disorders",2021,23.5671829902494
"Sao Tome and Principe","Cardiovascular diseases",2020,284.29588668219
"Sao Tome and Principe","Neoplasms",2020,153.81929071395
"Sao Tome and Principe","Respiratory infections and tuberculosis",2020,140.096951272694
"Sao Tome and Principe","Cardiovascular diseases",2021,291.887031298084
"Sao Tome and Principe","Neoplasms",2021,160.460781046135
"Sao Tome and Principe","Respiratory infections and tuberculosis",2021,144.83818018458
"Saudi Arabia","Cardiovascular diseases",2020,45321.0022977725
"Saudi Arabia","Transport injuries",2020,22178.7369072275
"Saudi Arabia","Neoplasms",2020,13840.0760537801
"Saudi Arabia","Cardiovascular diseases",2021,46005.5127397863
"Saudi Arabia","Transport injuries",2021,22389.3588282009
"Saudi Arabia","Neoplasms",2021,14623.4625749174
"Senegal","Cardiovascular diseases",2020,16157.5201645221
"Senegal","Maternal and neonatal disorders",2020,10916.6433081001
"Senegal","Respiratory infections and tuberculosis",2020,10344.7450510273
"Senegal","Cardiovascular diseases",2021,16412.4995700251
"Senegal","Maternal and neonatal disorders",2021,10532.5165596504
"Senegal","Neglected tropical diseases and malaria",2021,10333.1849960416
"Serbia","Cardiovascular diseases",2020,61860.2370175938
"Serbia","Neoplasms",2020,28005.4901824559
"Serbia","Diabetes and kidney diseases",2020,6112.17004734229
"Serbia","Cardiovascular diseases",2021,61804.5725525952
"Serbia","Neoplasms",2021,27772.7560762661
"Serbia","Diabetes and kidney diseases",2021,6041.21932498678
"Seychelles","Cardiovascular diseases",2020,241.394827173165
"Seychelles","Neoplasms",2020,185.449047236472
"Seychelles","Respiratory infections and tuberculosis",2020,84.2346730426327
"Seychelles","Cardiovascular diseases",2021,245.890384500391
"Seychelles","Neoplasms",2021,191.674981245147
"Seychelles","Respiratory infections and tuberculosis",2021,85.2196273623892
"Sierra Leone","Neglected tropical diseases and malaria",2020,9761.72250222163
"Sierra Leone","Cardiovascular diseases",2020,8958.86829171285
"Sierra Leone","Respiratory infections and tuberculosis",2020,8842.55614797993
"Sierra Leone","Cardiovascular diseases",2021,9057.70637407507
"Sierra Leone","Respiratory infections and tuberculosis",2021,8223.80171944984
"Sierra Leone","Neglected tropical diseases and malaria",2021,8013.8460998081
"Singapore","Neoplasms",2020,7314.1915429849
"Singapore","Cardiovascular diseases",2020,7082.30098950424
"Singapore","Respiratory infections and tuberculosis",2020,3746.87796222597
"Singapore","Neoplasms",2021,7624.55439120769
"Singapore","Cardiovascular diseases",2021,7404.39044167516
"Singapore","Respiratory infections and tuberculosis",2021,3938.4102224562
"Slovakia","Cardiovascular diseases",2020,25415.1323828976
"Slovakia","Neoplasms",2020,14327.8831700758
"Slovakia","Digestive diseases",2020,2717.71473489338
